player,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Thibaut Courtois,GK,Belgium,30-221,1992,3.0,108,123,87.8,2642,1731,20,20,100.0,66,66,100.0,22,37,59.5,0,0.0,0.0,0.0,0,2,0,0,0
Thilo Kehrer,DF,Germany,26-088,1996,0.8,22,29,75.9,356,155,12,15,80.0,7,9,77.8,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Thomas Delaney,MF,Denmark,31-106,1991,0.5,24,29,82.8,394,73,11,12,91.7,11,13,84.6,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,1
Thomas Meunier,DF,Belgium,31-097,1991,2.3,110,147,74.8,2169,632,37,44,84.1,58,70,82.9,15,28,53.6,0,0.5,0.0,-0.5,3,8,2,0,9
Thomas Müller,FW,Germany,33-096,1989,2.2,56,78,71.8,722,184,35,44,79.5,14,19,73.7,2,4,50.0,0,0.6,0.5,-0.6,8,2,4,1,6
Thomas Partey,MF,Ghana,29-188,1993,3.0,146,176,83.0,2483,822,67,76,88.2,58,65,89.2,16,25,64.0,0,0.1,0.2,-0.1,2,18,2,0,14
Thorgan Hazard,FW,Belgium,29-264,1993,1.2,40,58,69.0,764,231,14,21,66.7,20,23,87.0,4,8,50.0,0,1.3,0.8,-1.3,6,2,1,0,4
Tim Ream,DF,United States,35-074,1987,4.0,245,276,88.8,5012,1646,66,70,94.3,153,163,93.9,25,37,67.6,0,0.0,0.0,0.0,0,18,0,0,17
Timothy Castagne,DF,Belgium,27-013,1995,3.0,176,202,87.1,3309,951,65,68,95.6,92,107,86.0,18,21,85.7,0,0.0,0.1,0.0,0,15,0,0,9
Timothy Weah,FW,United States,22-299,2000,3.5,90,108,83.3,1291,206,58,67,86.6,21,23,91.3,7,10,70.0,0,0.4,0.2,-0.4,6,6,2,2,4
Toby Alderweireld,DF,Belgium,33-291,1989,3.0,248,273,90.8,5259,1904,58,60,96.7,166,172,96.5,24,39,61.5,1,0.3,0.4,+0.7,1,17,2,0,10
Trent Alexander-Arnold,DF,England,24-072,1998,0.4,21,23,91.3,361,167,8,8,100.0,13,13,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,3
Tyler Adams,MF,United States,23-307,1999,4.0,241,271,88.9,4348,1095,111,121,91.7,103,110,93.6,24,27,88.9,0,0.4,0.4,-0.4,2,23,3,0,17
Unai Simón,GK,Spain,25-190,1997,4.3,150,160,93.8,3167,2017,38,38,100.0,92,95,96.8,20,27,74.1,0,0.0,0.0,0.0,0,0,0,0,1
Uriel Antuna,FW,Mexico,25-119,1997,0.9,12,20,60.0,169,43,8,10,80.0,3,4,75.0,1,2,50.0,0,0.0,0.1,0.0,1,0,1,1,0
Vanja Milinković-Savić,GK,Serbia,25-301,1997,3.0,90,125,72.0,2523,1707,11,11,100.0,57,58,98.3,22,56,39.3,0,0.0,0.0,0.0,0,4,0,0,0
Victor Nelsson,DF,Denmark,24-065,1998,1.0,69,74,93.2,1263,355,24,25,96.0,40,42,95.2,4,5,80.0,0,0.0,0.0,0.0,0,8,0,0,11
Vincent Aboubakar,FW,Cameroon,30-330,1992,1.6,20,31,64.5,343,53,9,13,69.2,7,13,53.8,3,3,100.0,1,0.6,0.3,+0.4,2,2,0,0,2
Vincent Janssen,FW,Netherlands,28-186,1994,1.0,16,20,80.0,191,21,11,14,78.6,4,4,100.0,0,0,,0,0.0,0.0,0.0,1,2,2,0,2
Vinicius Júnior,FW,Brazil,22-159,2000,3.3,68,90,75.6,853,146,46,52,88.5,20,28,71.4,1,4,25.0,2,0.7,0.8,+1.3,8,5,3,0,3
Virgil van Dijk,DF,Netherlands,31-163,1991,5.3,311,356,87.4,6371,2470,94,102,92.2,179,194,92.3,38,57,66.7,0,0.1,0.1,-0.1,2,7,1,0,15
Vitinha,MF,Portugal,22-308,2000,1.3,100,108,92.6,1762,378,51,54,94.4,36,39,92.3,12,13,92.3,0,0.0,0.1,0.0,1,15,2,0,9
Wahbi Khazri,FW,Tunisia,31-313,1991,0.9,13,20,65.0,268,113,4,5,80.0,6,6,100.0,2,6,33.3,0,0.0,0.0,0.0,0,3,1,0,2
Wajdi Kechrida,DF,Tunisia,27-043,1995,1.2,44,69,63.8,741,338,20,25,80.0,21,26,80.8,3,10,30.0,0,0.1,0.1,-0.1,1,3,2,0,4
Walid Cheddira,FW,Morocco,24-330,1998,0.7,4,8,50.0,51,28,4,4,100.0,0,3,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Walker Zimmerman,DF,United States,29-213,1993,3.1,217,244,88.9,4157,1373,72,78,92.3,127,132,96.2,17,29,58.6,0,0.0,0.0,0.0,0,6,0,0,3
Wataru Endo,MF,Japan,29-312,1993,3.4,155,192,80.7,2423,599,80,86,93.0,64,77,83.1,7,16,43.8,0,0.5,0.4,-0.5,4,12,2,1,9
Wayne Hennessey,GK,Wales,35-328,1987,1.9,50,66,75.8,1375,948,8,8,100.0,22,22,100.0,18,34,52.9,0,0.0,0.0,0.0,0,0,0,0,0
Weston McKennie,MF,United States,24-112,1998,3.0,117,153,76.5,2166,770,52,63,82.5,48,57,84.2,13,21,61.9,0,0.4,0.2,-0.4,4,16,5,1,17
William Carvalho,MF,Portugal,30-255,1992,2.4,156,170,91.8,2574,869,81,85,95.3,64,67,95.5,9,13,69.2,0,0.0,0.0,0.0,0,8,0,0,11
William Saliba,DF,France,21-269,2001,0.3,37,37,100.0,640,217,12,12,100.0,24,24,100.0,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,1
Wojciech Szczęsny,GK,Poland,32-244,1990,4.0,84,142,59.2,3118,2632,10,10,100.0,31,31,100.0,43,101,42.6,0,0.0,0.0,0.0,0,7,0,0,0
Wout Weghorst,FW,Netherlands,30-133,1992,0.7,9,15,60.0,115,32,4,6,66.7,2,6,33.3,1,1,100.0,0,0.0,0.0,0.0,1,0,0,0,2
Wéverton,GK,Brazil,35-005,1987,0.1,3,5,60.0,145,126,0,0,,0,0,,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,0
Xavi Simons,FW,Netherlands,19-241,2003,0.1,6,10,60.0,89,36,4,7,57.1,2,2,100.0,0,0,,0,0.0,0.1,0.0,0,0,2,0,3
Xherdan Shaqiri,FW,Switzerland,31-069,1991,2.5,67,104,64.4,981,337,38,43,88.4,21,30,70.0,4,17,23.5,1,0.9,1.0,+0.1,4,7,4,0,11
Yahya Attiat Allah,DF,Morocco,27-291,1995,3.5,98,137,71.5,1593,728,46,54,85.2,41,56,73.2,9,18,50.0,1,1.2,0.3,-0.2,5,4,4,4,4
Yahya Jabrane,MF,Morocco,31-183,1991,0.2,,,,,,,,,,,,,,,0,,,,,,,,
Yann Sommer,GK,Switzerland,34-001,1988,3.0,108,118,91.5,2284,1327,27,27,100.0,64,65,98.5,16,25,64.0,0,0.0,0.0,0.0,0,0,0,0,0
Yannick Carrasco,FW,Belgium,29-105,1993,1.3,39,46,84.8,553,110,22,24,91.7,17,20,85.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,3
Yasser Al-Shahrani,DF,Saudi Arabia,30-207,1992,1.0,13,29,44.8,221,123,6,8,75.0,6,14,42.9,1,6,16.7,0,0.0,0.0,0.0,0,1,0,0,2
Yassine Bounou,GK,Morocco,31-257,1991,6.3,154,209,73.7,4346,3101,29,29,100.0,82,84,97.6,43,94,45.7,0,0.0,0.0,0.0,0,0,0,0,0
Yassine Meriah,DF,Tunisia,29-169,1993,3.0,139,171,81.3,2818,1041,36,41,87.8,91,100,91.0,12,29,41.4,0,0.0,0.0,0.0,1,11,0,0,11
Yeltsin Tejeda,MF,Costa Rica,30-276,1992,3.0,78,99,78.8,1348,378,39,46,84.8,30,37,81.1,8,12,66.7,1,0.1,0.0,+0.9,1,6,1,0,7
Youri Tielemans,MF,Belgium,25-225,1997,1.1,53,64,82.8,901,200,25,28,89.3,23,28,82.1,5,8,62.5,0,0.1,0.1,-0.1,1,6,1,0,4
Youssef En-Nesyri,FW,Morocco,25-200,1997,6.0,50,81,61.7,646,119,26,37,70.3,14,23,60.9,3,6,50.0,0,0.0,0.0,0.0,1,3,0,0,1
Youssef Msakni,MF,Tunisia,32-051,1990,1.9,50,69,72.5,843,205,23,28,82.1,23,29,79.3,3,6,50.0,0,0.6,0.6,-0.6,4,4,3,0,6
Youssouf Fofana,MF,France,23-342,1999,2.5,96,112,85.7,1582,341,46,53,86.8,43,44,97.7,6,11,54.5,0,0.2,0.1,-0.2,1,14,1,0,5
Youssouf Sabaly,DF,Senegal,29-288,1993,4.0,189,219,86.3,2773,1012,108,112,96.4,60,73,82.2,11,20,55.0,0,0.7,0.7,-0.7,8,16,6,1,16
Youssoufa Moukoko,FW,Germany,18-028,2004,0.0,1,2,50.0,8,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Youstin Salas,DF,Costa Rica,26-184,1996,0.5,15,19,78.9,294,202,6,7,85.7,7,8,87.5,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,0
Yuki Soma,FW,Japan,25-296,1997,0.9,11,19,57.9,167,77,8,8,100.0,2,3,66.7,1,7,14.3,0,0.0,0.0,0.0,0,1,0,0,1
Yunus Musah,MF,United States,20-019,2002,3.8,151,182,83.0,2438,494,74,81,91.4,65,75,86.7,9,13,69.2,0,0.1,0.2,-0.1,3,10,5,0,13
Yuto Nagatomo,MF,Japan,36-097,1986,2.3,78,109,71.6,1171,383,51,57,89.5,22,31,71.0,3,14,21.4,0,0.1,0.1,-0.1,1,7,2,2,2
Zakaria Aboukhlal,FW,Morocco,22-303,2000,0.9,7,14,50.0,88,22,5,8,62.5,1,3,33.3,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
Álvaro Morata,FW,Spain,30-056,1992,2.1,28,41,68.3,551,64,8,10,80.0,15,23,65.2,4,6,66.7,1,0.2,0.1,+0.8,2,3,1,0,3
Álvaro Zamora,MF,Costa Rica,20-284,2002,0.3,5,5,100.0,55,22,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Ángel Correa,MF,Argentina,27-284,1995,0.1,3,3,100.0,32,17,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Ángel Di María,MF,Argentina,34-307,1988,3.2,130,168,77.4,2080,480,73,77,94.8,43,53,81.1,10,23,43.5,1,0.6,0.7,+0.4,10,3,11,3,17
Ángelo Preciado,DF,Ecuador,24-303,1998,2.9,94,129,72.9,1463,532,57,62,91.9,27,40,67.5,8,20,40.0,1,0.4,0.2,+0.6,4,4,6,5,6
Éder Militão,DF,Brazil,24-334,1998,3.9,251,277,90.6,4346,1514,112,115,97.4,111,122,91.0,21,31,67.7,0,0.0,0.1,0.0,1,20,1,1,12
Óscar Duarte,DF,Costa Rica,33-198,1989,3.0,68,98,69.4,1500,529,18,22,81.8,38,45,84.4,11,27,40.7,0,0.3,0.0,-0.3,2,1,0,0,0
İlkay Gündoğan,MF,Germany,32-055,1990,2.1,150,168,89.3,2431,659,78,86,90.7,56,57,98.2,11,15,73.3,0,0.1,0.3,-0.1,1,18,4,0,15
